id,question_code,question,closed_answer,enps_month
2334,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,7
2335,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,5
2336,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,7
2337,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,0
2338,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,4
2339,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,0
2340,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,9
2341,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,2
2342,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,0
2343,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,5
2344,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,0
2345,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,0
2346,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,3
2347,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,4
2348,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,5
2349,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,8
2350,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,2
2351,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,8
2352,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,0
2353,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,4
2354,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,2
2355,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,2
2356,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,9
2357,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,6
2358,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,10
2359,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,6
2360,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,4
2361,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,8
2362,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,8
2363,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,2
2364,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,3
2365,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,7
2366,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,5
2367,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,0
2368,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,7
2369,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,10
2370,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,9
2371,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,10
2372,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,9
2373,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,10
2374,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,0
2375,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,5
2376,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,2
2377,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,8
2378,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,10
2379,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,10
2380,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,7
2381,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,8
2382,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,2
2383,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,3
2384,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,2
2385,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,7
2386,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,3
2387,ABC1,I have the resources I need to do my job well,1,9
2388,ABC1,I have the resources I need to do my job well,0,10
2389,ABC1,I have the resources I need to do my job well,1,7
2390,ABC1,I have the resources I need to do my job well,1,3
2391,ABC1,I have the resources I need to do my job well,1,6
2392,ABC1,I have the resources I need to do my job well,0,0
2393,ABC1,I have the resources I need to do my job well,1,2
2394,ABC1,I have the resources I need to do my job well,1,5
2395,ABC1,I have the resources I need to do my job well,1,7
2396,ABC1,I have the resources I need to do my job well,1,2
2397,ABC1,I have the resources I need to do my job well,0,4
2398,ABC1,I have the resources I need to do my job well,1,7
2399,ABC1,I have the resources I need to do my job well,1,9
2400,ABC1,I have the resources I need to do my job well,1,5
2401,ABC1,I have the resources I need to do my job well,0,5
2402,ABC1,I have the resources I need to do my job well,0,8
2403,ABC1,I have the resources I need to do my job well,1,10
2404,ABC1,I have the resources I need to do my job well,0,10
2405,ABC1,I have the resources I need to do my job well,0,2
2406,ABC1,I have the resources I need to do my job well,0,7
2407,ABC1,I have the resources I need to do my job well,1,4
2408,ABC1,I have the resources I need to do my job well,0,9
2409,ABC1,I have the resources I need to do my job well,0,1
2410,ABC1,I have the resources I need to do my job well,0,3
2411,ABC1,I have the resources I need to do my job well,0,8
2412,ABC1,I have the resources I need to do my job well,1,5
2413,ABC1,I have the resources I need to do my job well,1,7
2414,ABC1,I have the resources I need to do my job well,1,0
2415,ABC1,I have the resources I need to do my job well,0,2
2416,ABC1,I have the resources I need to do my job well,1,1
2417,ABC1,I have the resources I need to do my job well,0,4
2418,ABC1,I have the resources I need to do my job well,1,9
2419,ABC1,I have the resources I need to do my job well,1,6
2420,ABC1,I have the resources I need to do my job well,0,3
2421,ABC1,I have the resources I need to do my job well,0,10
2422,ABC1,I have the resources I need to do my job well,0,9
2423,ABC1,I have the resources I need to do my job well,1,9
2424,ABC1,I have the resources I need to do my job well,1,10
2425,ABC1,I have the resources I need to do my job well,1,1
2426,ABC1,I have the resources I need to do my job well,0,4
2427,ABC1,I have the resources I need to do my job well,1,10
2428,ABC1,I have the resources I need to do my job well,0,7
2429,ABC1,I have the resources I need to do my job well,0,2
2430,ABC1,I have the resources I need to do my job well,0,4
2431,ABC1,I have the resources I need to do my job well,0,5
2432,ABC1,I have the resources I need to do my job well,0,6
2433,ABC1,I have the resources I need to do my job well,0,2
2434,ABC1,I have the resources I need to do my job well,1,1
2435,ABC1,I have the resources I need to do my job well,0,4
2436,ABC1,I have the resources I need to do my job well,0,1
2437,ABC1,I have the resources I need to do my job well,1,2
2438,ABC1,I have the resources I need to do my job well,1,7
2439,ABC1,I have the resources I need to do my job well,0,10
2440,ABC1,I have the resources I need to do my job well,0,7
2441,ABC1,I have the resources I need to do my job well,1,8
2442,ABC1,I have the resources I need to do my job well,0,8
2443,ABC1,I have the resources I need to do my job well,0,0
2444,ABC1,I have the resources I need to do my job well,1,9
2445,ABC1,I have the resources I need to do my job well,1,1
2446,ABC1,I have the resources I need to do my job well,0,3
2447,ABC1,I have the resources I need to do my job well,0,0
2448,ABC1,I have the resources I need to do my job well,0,6
2449,ABC1,I have the resources I need to do my job well,0,0
2450,ABC1,I have the resources I need to do my job well,1,6
2451,ABC1,I have the resources I need to do my job well,0,6
2452,ABC1,I have the resources I need to do my job well,0,8
2453,ABC1,I have the resources I need to do my job well,1,0
2454,ABC1,I have the resources I need to do my job well,0,10
2455,ABC1,I have the resources I need to do my job well,0,5
2456,ABC1,I have the resources I need to do my job well,0,9
2457,ABC1,I have the resources I need to do my job well,1,7
2458,ABC1,I have the resources I need to do my job well,1,5
2459,ABC1,I have the resources I need to do my job well,0,1
2460,ABC1,I have the resources I need to do my job well,1,4
2461,ABC1,I have the resources I need to do my job well,1,2
2462,ABC1,I have the resources I need to do my job well,0,10
2463,ABC1,I have the resources I need to do my job well,0,10
2464,ABC1,I have the resources I need to do my job well,0,8
2465,ABC1,I have the resources I need to do my job well,0,1
2466,ABC1,I have the resources I need to do my job well,1,6
2467,ABC1,I have the resources I need to do my job well,0,7
2468,ABC1,I have the resources I need to do my job well,1,8
2469,ABC1,I have the resources I need to do my job well,0,8
2470,ABC1,I have the resources I need to do my job well,0,4
2471,ABC1,I have the resources I need to do my job well,1,6
2472,ABC1,I have the resources I need to do my job well,1,10
2473,ABC1,I have the resources I need to do my job well,0,5
2474,ABC1,I have the resources I need to do my job well,0,3
2475,ABC1,I have the resources I need to do my job well,1,2
2476,ABC1,I have the resources I need to do my job well,0,8
2477,ABC1,I have the resources I need to do my job well,0,8
2478,ABC1,I have the resources I need to do my job well,1,6
2479,ABC1,I have the resources I need to do my job well,1,6
2480,ABC1,I have the resources I need to do my job well,0,0
2481,ABC1,I have the resources I need to do my job well,0,1
2482,ABC1,I have the resources I need to do my job well,0,8
2483,ABC1,I have the resources I need to do my job well,0,4
2484,ABC1,I have the resources I need to do my job well,1,2
2485,ABC1,I have the resources I need to do my job well,0,7
2486,ABC1,I have the resources I need to do my job well,1,9
2487,ABC1,I have the resources I need to do my job well,1,5
2488,ABC1,I have the resources I need to do my job well,1,6
2489,ABC1,I have the resources I need to do my job well,1,10
2490,ABC1,I have the resources I need to do my job well,0,2
2491,ABC1,I have the resources I need to do my job well,1,9
2492,ABC1,I have the resources I need to do my job well,1,5
2493,ABC1,I have the resources I need to do my job well,1,0
2494,ABC1,I have the resources I need to do my job well,1,6
2495,ABC1,I have the resources I need to do my job well,1,2
2496,ABC1,I have the resources I need to do my job well,1,2
2497,ABC1,I have the resources I need to do my job well,1,7
2498,ABC1,I have the resources I need to do my job well,1,10
2499,ABC1,I have the resources I need to do my job well,1,5
2500,ABC1,I have the resources I need to do my job well,1,1
2501,ABC1,I have the resources I need to do my job well,0,4
2502,ABC1,I have the resources I need to do my job well,0,7
2503,ABC1,I have the resources I need to do my job well,1,7
2504,ABC1,I have the resources I need to do my job well,1,2
2505,ABC1,I have the resources I need to do my job well,1,2
2506,ABC1,I have the resources I need to do my job well,1,1
2507,ABC1,I have the resources I need to do my job well,1,5
2508,ABC1,I have the resources I need to do my job well,0,6
2509,ABC1,I have the resources I need to do my job well,1,9
2510,ABC1,I have the resources I need to do my job well,0,0
2511,ABC1,I have the resources I need to do my job well,1,9
2512,ABC1,I have the resources I need to do my job well,1,9
2513,ABC1,I have the resources I need to do my job well,1,4
2514,ABC1,I have the resources I need to do my job well,0,4
2515,ABC1,I have the resources I need to do my job well,0,1
2516,ABC1,I have the resources I need to do my job well,0,0
2517,ABC1,I have the resources I need to do my job well,0,9
2518,ABC1,I have the resources I need to do my job well,1,6
2519,ABC1,I have the resources I need to do my job well,1,5
2520,ABC1,I have the resources I need to do my job well,0,10
2521,ABC1,I have the resources I need to do my job well,0,7
2522,ABC1,I have the resources I need to do my job well,0,2
2523,ABC1,I have the resources I need to do my job well,0,2
2524,ABC1,I have the resources I need to do my job well,1,0
2525,ABC1,I have the resources I need to do my job well,0,4
2526,ABC1,I have the resources I need to do my job well,0,1
2527,ABC1,I have the resources I need to do my job well,0,1
2528,ABC1,I have the resources I need to do my job well,1,9
2529,ABC1,I have the resources I need to do my job well,1,4
2530,ABC1,I have the resources I need to do my job well,0,4
2531,ABC1,I have the resources I need to do my job well,0,7
2532,ABC1,I have the resources I need to do my job well,1,5
2533,ABC1,I have the resources I need to do my job well,0,6
2534,ABC1,I have the resources I need to do my job well,1,3
2535,ABC1,I have the resources I need to do my job well,1,6
2536,ABC1,I have the resources I need to do my job well,1,4
2537,ABC1,I have the resources I need to do my job well,1,9
2538,ABC1,I have the resources I need to do my job well,1,10
2539,ABC1,I have the resources I need to do my job well,1,6
2540,ABC1,I have the resources I need to do my job well,1,10
2541,ABC1,I have the resources I need to do my job well,0,4
2542,ABC1,I have the resources I need to do my job well,0,2
2543,ABC1,I have the resources I need to do my job well,0,9
2544,ABC1,I have the resources I need to do my job well,1,5
2545,ABC1,I have the resources I need to do my job well,0,2
2546,ABC1,I have the resources I need to do my job well,0,2
2547,ABC1,I have the resources I need to do my job well,0,6
2548,ABC1,I have the resources I need to do my job well,1,9
2549,ABC1,I have the resources I need to do my job well,1,8
2550,ABC1,I have the resources I need to do my job well,0,7
2551,ABC1,I have the resources I need to do my job well,0,8
2552,ABC1,I have the resources I need to do my job well,1,8
2553,ABC1,I have the resources I need to do my job well,1,8
2554,ABC1,I have the resources I need to do my job well,1,8
2555,ABC1,I have the resources I need to do my job well,0,0
2556,ABC1,I have the resources I need to do my job well,1,2
2557,ABC1,I have the resources I need to do my job well,1,9
2558,ABC1,I have the resources I need to do my job well,1,4
2559,ABC1,I have the resources I need to do my job well,1,5
2560,ABC1,I have the resources I need to do my job well,1,0
2561,ABC1,I have the resources I need to do my job well,0,5
2562,ABC1,I have the resources I need to do my job well,1,1
2563,ABC1,I have the resources I need to do my job well,1,3
2564,ABC1,I have the resources I need to do my job well,0,6
2565,ABC1,I have the resources I need to do my job well,1,8
2566,ABC1,I have the resources I need to do my job well,0,2
2567,ABC1,I have the resources I need to do my job well,0,5
2568,ABC1,I have the resources I need to do my job well,0,4
2569,ABC1,I have the resources I need to do my job well,0,6
2570,ABC1,I have the resources I need to do my job well,1,9
2571,ABC1,I have the resources I need to do my job well,1,1
2572,ABC1,I have the resources I need to do my job well,0,6
2573,ABC1,I have the resources I need to do my job well,0,2
2574,ABC1,I have the resources I need to do my job well,1,1
2575,ABC1,I have the resources I need to do my job well,0,9
2576,ABC1,I have the resources I need to do my job well,0,3
2577,ABC1,I have the resources I need to do my job well,1,6
2578,ABC1,I have the resources I need to do my job well,1,0
2579,ABC1,I have the resources I need to do my job well,0,4
2580,ABC1,I have the resources I need to do my job well,0,2
2581,ABC1,I have the resources I need to do my job well,1,10
2582,ABC1,I have the resources I need to do my job well,0,4
2583,ABC1,I have the resources I need to do my job well,1,8
2584,ABC1,I have the resources I need to do my job well,1,10
2585,ABC1,I have the resources I need to do my job well,0,8
2586,ABC1,I have the resources I need to do my job well,0,0
2587,ABC1,I have the resources I need to do my job well,1,10
2588,ABC1,I have the resources I need to do my job well,1,0
2589,ABC1,I have the resources I need to do my job well,0,7
2590,ABC1,I have the resources I need to do my job well,1,10
2591,ABC1,I have the resources I need to do my job well,0,8
2592,ABC1,I have the resources I need to do my job well,0,0
2593,ABC1,I have the resources I need to do my job well,1,6
2594,ABC1,I have the resources I need to do my job well,0,3
2595,ABC1,I have the resources I need to do my job well,0,10
2596,ABC1,I have the resources I need to do my job well,0,0
2597,ABC1,I have the resources I need to do my job well,0,3
2598,ABC1,I have the resources I need to do my job well,1,0
2599,ABC1,I have the resources I need to do my job well,1,2
2600,ABC1,I have the resources I need to do my job well,0,0
2601,ABC1,I have the resources I need to do my job well,0,2
2602,ABC1,I have the resources I need to do my job well,1,9
2603,ABC1,I have the resources I need to do my job well,0,9
2604,ABC1,I have the resources I need to do my job well,0,7
2605,ABC1,I have the resources I need to do my job well,0,7
2606,ABC1,I have the resources I need to do my job well,1,10
2607,ABC1,I have the resources I need to do my job well,0,6
2608,ABC1,I have the resources I need to do my job well,1,8
2609,ABC1,I have the resources I need to do my job well,0,3
2610,ABC1,I have the resources I need to do my job well,0,9
2611,ABC1,I have the resources I need to do my job well,1,6
2612,ABC1,I have the resources I need to do my job well,0,5
2613,ABC1,I have the resources I need to do my job well,0,5
2614,ABC1,I have the resources I need to do my job well,0,8
2615,ABC1,I have the resources I need to do my job well,0,9
2616,ABC9,My direct manager provides me with feedback that helps me improve my performance,1,1
2617,ABC9,My direct manager provides me with feedback that helps me improve my performance,0,6
2618,ABC9,My direct manager provides me with feedback that helps me improve my performance,0,3
2619,ABC9,My direct manager provides me with feedback that helps me improve my performance,0,2
2620,ABC9,My direct manager provides me with feedback that helps me improve my performance,0,5
2621,ABC9,My direct manager provides me with feedback that helps me improve my performance,0,9
2622,ABC9,My direct manager provides me with feedback that helps me improve my performance,1,1
2623,ABC9,My direct manager provides me with feedback that helps me improve my performance,1,7
2624,ABC9,My direct manager provides me with feedback that helps me improve my performance,1,5
2625,ABC9,My direct manager provides me with feedback that helps me improve my performance,1,1
2626,ABC9,My direct manager provides me with feedback that helps me improve my performance,0,4
2627,ABC9,My direct manager provides me with feedback that helps me improve my performance,0,3
2628,ABC9,My direct manager provides me with feedback that helps me improve my performance,0,4
2629,ABC9,My direct manager provides me with feedback that helps me improve my performance,0,3
2630,ABC9,My direct manager provides me with feedback that helps me improve my performance,1,4
2631,ABC9,My direct manager provides me with feedback that helps me improve my performance,1,2
2632,ABC9,My direct manager provides me with feedback that helps me improve my performance,0,2
2633,ABC9,My direct manager provides me with feedback that helps me improve my performance,1,10
2634,ABC9,My direct manager provides me with feedback that helps me improve my performance,1,0
2635,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,4
2636,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,7
2637,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,3
2638,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,5
2639,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,2
2640,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,2
2641,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,9
2642,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,5
2643,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,10
2644,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,5
2645,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,9
2646,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,5
2647,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,9
2648,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,4
2649,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,2
2650,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,6
2651,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,1
2652,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,6
2653,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,6
2654,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,5
2655,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,9
2656,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,4
2657,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,7
2658,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,2
2659,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,10
2660,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,2
2661,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,4
2662,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,4
2663,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,10
2664,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,4
2665,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,4
2666,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,1
2667,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,8
2668,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,8
2669,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,8
2670,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,2
2671,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,9
2672,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,5
2673,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,2
2674,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,8
2675,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,3
2676,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,10
2677,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,10
2678,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,6
2679,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,3
2680,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,5
2681,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,9
2682,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,0
2683,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,2
2684,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,6
2685,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,7
2686,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,0
2687,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,5
2688,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,10
2689,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,7
2690,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,9
2691,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,4
2692,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,3
2693,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,4
2694,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,7
2695,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,5
2696,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,9
2697,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,0
2698,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,4
2699,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,10
2700,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,10
2701,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,2
2702,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,3
2703,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,0
2704,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,6
2705,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,7
2706,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,1
2707,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,5
2708,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,9
2709,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,6
2710,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,1
2711,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,3
2712,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,5
2713,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,5
2714,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,5
2715,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,3
2716,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,3
2717,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,9
2718,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,6
2719,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,6
2720,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,10
2721,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,0
2722,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,8
2723,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,5
2724,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,3
2725,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,0
2726,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,0
2727,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,4
2728,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,9
2729,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,1
2730,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,10
2731,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,9
2732,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,9
2733,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,10
2734,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,1
2735,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,8
2736,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,9
2737,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,7
2738,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,4
2739,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,9
2740,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,2
2741,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,10
2742,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,3
2743,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,2
2744,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,0
2745,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,10
2746,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,1
2747,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,3
2748,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,4
2749,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,7
2750,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,0
2751,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,3
2752,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,5
2753,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,9
2754,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,2
2755,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,8
2756,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,6
2757,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,5
2758,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,9
2759,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,6
2760,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,9
2761,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,0
2762,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,1
2763,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,3
2764,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,10
2765,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,7
2766,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,1
2767,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,7
2768,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,6
2769,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,2
2770,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,5
2771,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,10
2772,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,0
2773,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,5
2774,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,6
2775,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,4
2776,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,5
2777,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,5
2778,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,6
2779,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,5
2780,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,0
2781,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,7
2782,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,6
2783,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,7
2784,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,7
2785,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,4
2786,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,6
2787,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,4
2788,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,3
2789,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,6
2790,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,10
2791,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,10
2792,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,6
2793,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,6
2794,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,8
2795,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,7
2796,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,0
2797,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,0
2798,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,2
2799,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,2
2800,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,1
2801,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,5
2802,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,8
2803,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,4
